Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20130193,19379,2013,5/17/2013 7:00 AM,31684,PHILLIPS 66 PIPELINE LLC,"WR-01, GLENPOOL TO MT. VERNON",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BROKEN ARROW,WAGONER,OK,36.135178,-95.63705,INCORRECT OPERATION,INCORRECT INSTALLATION,0.27,,0.27,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,40,0,0,1500,0,1540
20130200,19617,2013,5/17/2013 2:00 PM,1845,"BUCKEYE PARTNERS, LP",WOOD RIVER TO LIMA SOUTH,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GREENVILLE,BOND,IL,38.95973,-89.44549,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1.36,,0.75,0.61,NO,NO,,,,,,,,,,,,,,,,,66000,0,0,232500,44000,0,342500
20130210,19957,2013,5/18/2013 12:54 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",VALLEY TO WHITING LINE SEGMENT,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,DECATUR,BURT,NE,41.90877,-96.24902,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.39,0.01,0,2.39,NO,NO,YES,5/18/2013 12:54,5/20/2013 15:47,,,,,,,,,,,,,,12049,195,0,10500,27376,0,50120
20130208,18846,2013,5/18/2013 2:00 PM,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,CUSHING,LINCOLN,OK,35.95885,-96.75655,CORROSION,INTERNAL,2246,,2071,175,NO,NO,NO,,,0,,,,,,,,,,,,,754000,30000,0,5600000,7460274,0,13844274
20130213,18505,2013,5/19/2013 6:15 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,TEXAS CITY PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TEXAS CITY,GALVESTON,TX,29.34551,-94.93573,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.2,,0.2,0,NO,NO,NO,,,0,,,,,,,,,,,,,3500,100,0,0,0,0,3600
20130212,19048,2013,5/19/2013 5:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,FARGO PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,FARGO,WILBAGER,TX,34.31371,-99.28394,ALL OTHER CAUSES,MISCELLANEOUS,0.5,,0.5,0,NO,NO,NO,,,0,,,,,,,,,,,,,2500,100,0,0,0,0,2600
20130211,18202,2013,5/19/2013 6:35 PM,26085,"PLAINS MARKETING, L.P.",SAINT JAMES TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SAINT JAMES,SAINT JAMES,LA,30.0038889,-90.8547222,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2,,2,0,NO,NO,NO,,,0,,,,,,,,,,,,,26714,180,0,3500,10779,0,41173
20130214,18844,2013,5/20/2013 9:45 AM,18718,SUNOCO PIPELINE L.P.,TWIN OAKS PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,UPPER CHICHESTER,DELAWARE,PA,39.8411,-75.4177,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,5.3,,5.3,0,NO,NO,YES,5/20/2013 9:48,5/20/2013 19:53,0,,,,,,,,,,,,,0,672,0,35000,10000,0,45672
20130222,18290,2013,5/21/2013 6:30 AM,31476,ROSE ROCK MIDSTREAM L.P.,CUSHING TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,36.01167,-96.45009,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1,,1,0,NO,NO,,,,0,,,,,,,,,,,,,1500,100,0,0,3500,0,5100
20130218,18533,2013,5/22/2013 2:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ELECTRA STATION ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,WICHITA,TX,34.092292,-98.90449,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1,,1,0,NO,NO,YES,5/22/2013 14:15,5/22/2013 16:30,0,,,,,,,,,,,,,5000,250,0,0,0,0,5250
20130219,18215,2013,5/23/2013 8:43 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,LIGHT NAPTHA,GALENA PARK,HARRIS,TX,29.73069,-95.23189,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3,,3,0,NO,NO,,,,,,,,,,,,,,,,,1500,500,0,1500,3500,0,7000
20130223,18997,2013,5/23/2013 6:39 PM,22610,"MAGELLAN PIPELINE COMPANY, LP","ALEXANDRIA TO FARGO #2-8"" LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BARNESVILLE,WILKIN,MN,46.6178,-96.4543,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.12,,0.12,0,NO,NO,NO,,,,,,,,,,,,,,,,3000,35,800,23000,10000,0,36835
20130220,18216,2013,5/24/2013 5:30 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,40.52243,-74.25384,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.6,,0.6,0,NO,NO,,,,,,,,,,,,,,,,,0,50,0,0,7000,0,7050
20130225,18229,2013,5/27/2013 7:30 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SHERIDAN,COLORADO,TX,29.473497,-96.621621,ALL OTHER CAUSES,MISCELLANEOUS,0.7,,0.7,0,NO,NO,YES,5/27/2013 7:30,5/27/2013 8:00,0,,,,,,,,,,,,,20,70,0,0,3000,0,3090
20130227,18963,2013,5/28/2013 8:15 AM,15156,SINCLAIR TRANSPORTATION COMPANY,CARROLLTON STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,CARROLLTON,CARROLL,MO,39.36863,-93.459573,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.5,,0.5,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,350,0,0,350
20130216,18675,2013,5/28/2013 8:30 AM,32147,MARATHON PIPE LINE LLC,INDIANAPOLIS LIGHT PRODUCTS TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,INDIANAPOLIS,MARION,IN,39.915961,-86.246533,INCORRECT OPERATION,INCORRECT INSTALLATION,0.2,,0.2,0,NO,NO,NO,,,0,,,,,,,,,,,,,2625,26,0,21025,0,0,23676
20130221,19145,2013,5/28/2013 11:45 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1,,1,0,NO,NO,,,,,,,,,,,,,,,,,0,140,0,0,0,0,140
20130215,19173,2013,5/29/2013 6:58 AM,31130,DCP MIDSTREAM,WATTENBERG TRUNK LINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,AURORA,ARAPAHOE,CO,39.74636,-104.67988,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.8,1.2,0,0.8,NO,NO,YES,5/29/2013 7:10,5/29/2013 10:00,0,,,,,,,,,,,,,500,40,0,0,0,0,540
20130228,18847,2013,5/29/2013 11:00 AM,39023,DOUBLE EAGLE PIPELINE LLC,MAINLINE VALVE SITE FM 799,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,CONDENSATE,,LIVE OAK,TX,28.41922,-97.9921,INCORRECT OPERATION,INCORRECT EQUIPMENT,0.4,,0.4,0,NO,NO,,,,0,,,,,,,,,,,,,0,34,0,5300,1500,0,6834
20130231,19186,2013,5/31/2013 12:30 AM,2731,CHEVRON PIPE LINE CO,RANGELY TO SALT LAKE CRUDE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MYTON,DUCHESNE,UT,40.16005,-110.077696,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,10,,10,0,NO,NO,,,,0,,,,,,,,,,,,,30955,0,0,36916,5698,0,73569
20130230,18621,2013,5/31/2013 11:20 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,SOUTH LEG BROWN LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,FORGAN,BEAVER,OK,36.947219,-100.293152,INCORRECT OPERATION,OTHER INCORRECT OPERATION,200,14.5,0,200,NO,NO,YES,5/31/2013 11:30,6/6/2013 14:34,0,,,,,,,,,,,,,150000,7000,0,150000,0,18000,325000
20130229,18237,2013,6/1/2013 12:30 PM,1248,BELLE FOURCHE PIPELINE CO,"OSAGE 8""",ONSHORE,ABOVEGROUND,CRUDE OIL,,,OSAGE,WESTON,WY,43.992624,-104.388373,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,135,,130,5,NO,NO,YES,6/1/2013 13:15,6/2/2013 11:00,0,,,,,,,,,,,,,0,500,0,0,5000,0,5500
20130236,19019,2013,6/2/2013 10:33 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",DES MOINES TERMINAL & STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,DES MOINES,POLK,IA,41.55849,-93.52615,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.74,,0.74,0,NO,NO,NO,,,,,,,,,,,,,,,,5000,55,0,0,7500,0,12555
20130237,18750,2013,6/3/2013 12:24 PM,30755,CITGO PRODUCTS PIPELINE CO,CASA PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,VICTORIA,VICTORIA,TX,28.61171,-97.09409,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",200,,42,158,NO,NO,YES,6/3/2013 12:24,6/3/2013 20:30,0,,,,,,,,,,,,,82000,20000,17000,20000,409500,6000,554500
20130226,18652,2013,6/4/2013 6:45 AM,9175,JAYHAWK PIPELINE LLC,CHASE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,"NEAR CHASE, KS",RICE,KS,38.34021,-98.31168,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.7,,0,3.7,NO,NO,,,,,,,,,,,,,,,,,0,315,0,3400,7000,2610,13325
20130238,18870,2013,6/5/2013 8:38 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 5,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MACKINAW CITY,EMMET,MI,45.78611,-84.77444,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.48,0,0,0.48,NO,NO,NO,,,0,,,,,,,,,,,,,1000,20,0,3000,7000,0,11020
20130224,18280,2013,6/6/2013 9:15 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,LYSSY STATION,ONSHORE,TANK,CRUDE OIL,,,"FALLS CITY, TEXAS",WILSON,TX,28.920722,-98.141111,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.71,,0.71,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,70,0,0,3000,0,3070
20130232,19325,2013,6/6/2013 6:07 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",FLANAGAN TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PONTIAC,LIVINGSTON,IL,40.94267,-88.64449,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.6,,0.6,0,NO,NO,NO,,,0,,,,,,,,,,,,,5000,47,0,16000,10000,0,31047
20130235,18903,2013,6/7/2013 8:00 AM,22442,WEST TEXAS GULF PIPELINE CO,TRINITY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ONALASKA,POLK,TX,30.83705,-95.17334,INCORRECT OPERATION,OTHER INCORRECT OPERATION,7,,7,0,NO,NO,NO,,,,,,,,,,,,,,,,0,648,0,1500,2100,0,4248
20130234,18245,2013,6/7/2013 1:30 PM,22442,WEST TEXAS GULF PIPELINE CO,WTG-RANGER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,RANGER,EASTLAND,TX,32.49781,-98.63609,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1,,1,0,NO,NO,NO,,,0,,,,,,,,,,,,,100,0,0,1500,0,0,1600
20130245,19277,2013,6/10/2013 11:30 AM,31013,TRANSPETCO TRANSPORT CO.,TRANSPETCO BRAVO PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,,,UNION,NM,35.96576,-103.18311,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",26,20777,0,26,NO,NO,YES,6/10/2013 12:39,6/13/2013 2:00,0,,,,,,,,,,,,,42593,12882,0,9700,2500,0,67675
20130246,18285,2013,6/12/2013 2:04 PM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","10"" FINTEX",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,MIDLAND,MIDLAND,TX,31.93856,-102.22691,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,4153,,1119,3034,NO,NO,NO,,,0,,,,,,,,,,,,,20000,480000,0,25000,500000,0,1025000
20130253,19591,2013,6/12/2013 4:00 PM,26149,ALYESKA PIPELINE SERVICE CO,RGV-35A,ONSHORE,ABOVEGROUND,CRUDE OIL,,,COLDFOOT,,AK,67.7987,-149.8164,NATURAL FORCE DAMAGE,TEMPERATURE,0.52,,0.52,0,NO,NO,NO,,,0,,,,,,,,,,,,,5000,0,0,0,50000,0,55000
20130242,18796,2013,6/14/2013 9:15 AM,26134,EXXONMOBIL OIL CORP - WEST COAST,EMIDIO PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,BAKERSFIELD,KERN,CA,35.063508,-119.064372,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,15.5,,15.5,0,NO,NO,,,,0,,,,,,,,,,,,,0,1200,0,23000,0,1500,25700
20130247,18287,2013,6/15/2013 9:00 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,40.52243,-74.25384,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.48,,0.24,0.24,NO,NO,,,,,,,,,,,,,,,,,0,60,0,500,0,0,560
20130239,18259,2013,6/16/2013 6:30 AM,2552,COLONIAL PIPELINE CO,COLONIAL/ATLANTA JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,AUSTELL,COBB,GA,33.85602,-84.62397,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2.2,,2.2,0,NO,NO,YES,6/16/2013 6:40,6/16/2013 9:50,0,,,,,,,,,,,,,6800,337,0,7500,4500,0,19137
20130240,19182,2013,6/16/2013 9:30 AM,32147,MARATHON PIPE LINE LLC,"CANTON - EAST SPARTA 6"" PRODUCTS",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,EAST SPARTA,STARK,OH,40.676504,-81.347693,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.2,,0.2,0,NO,NO,,,,0,,,,,,,,,,,,,0,23,0,0,0,0,23
20130250,18293,2013,6/17/2013 10:30 AM,22442,WEST TEXAS GULF PIPELINE CO,ABILENE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ABILENE,TAYLOR,TX,32.38719,-99.71718,INCORRECT OPERATION,INCORRECT INSTALLATION,0.48,,0.48,0,NO,NO,,,,0,,,,,,,,,,,,,1000,0,0,38716,800,0,40516
20130233,18244,2013,6/18/2013 10:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,32.02064,-102.01648,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.5,,1.5,0,NO,NO,YES,6/18/2013 10:00,6/18/2013 10:20,0,,,,,,,,,,,,,20,150,0,0,4000,0,4170
20130243,18455,2013,6/18/2013 6:40 PM,2552,COLONIAL PIPELINE CO,COLONIAL PIPELINE/HEBERT STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BEAUMONT,JEFFERSON,TX,29.97523,-94.05578,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.3,,0.3,0,NO,NO,YES,6/18/2013 19:04,6/18/2013 23:00,,,,,,,,,,,,,,0,36,0,5964,0,0,6000
20130249,18469,2013,6/18/2013 10:30 PM,2552,COLONIAL PIPELINE CO,COLONIAL/CONOWINGO STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CONOWINGO,COLORA,MD,39.673538,-76.125691,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1.83,,1.83,0,NO,NO,YES,6/18/2013 23:41,6/19/2013 16:45,,,,,,,,,,,,,,1500,0,0,3500,0,0,5000
20130244,18484,2013,6/20/2013 11:25 AM,2552,COLONIAL PIPELINE CO,COLONIAL PIPELINE/DANIELSVILLE STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,DANIELSVILLE,MADISON,GA,34.093675,-83.233783,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.4,,0.1,0.3,NO,NO,YES,6/20/2013 11:30,6/20/2013 20:40,0,,,,,,,,,,,,,0,300,0,20000,9000,0,29300
20130252,19517,2013,6/20/2013 6:00 PM,300,"PLAINS PIPELINE, L.P.",WICHITA FALLS,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WICHITA FALLS,WICHITA,TX,33.914572,-98.440369,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,20,,20,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,1500,0,2000,10000,0,13500
20130254,19307,2013,6/25/2013 5:00 AM,18718,SUNOCO PIPELINE L.P.,RINGGOLD STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,RINGGOLD,MONTAQUE,TX,33.863,-97.9533,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,150,,90,60,NO,NO,NO,,,0,,,,,,,,,,,,,25000,5505,0,11000,158235,0,199740
20130256,18437,2013,6/26/2013 12:10 PM,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,"VTDC PAR TO TEPPCO 12-10 PRODUCTS - 10&12""",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BEAUMONT,JEFFERSON,TX,30.0095,-94.0594,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,21,,21,0,NO,NO,,,,0,,,,,,,,,,,,,0,0,0,0,13000,0,13000
20130241,18262,2013,6/27/2013 2:37 AM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","12"" FOUR CORNERS PIPELINE",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,ARTESIA,EDDY,NM,32.848,-104.39,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1,,0,1,NO,NO,YES,6/27/2013 3:00,6/27/2013 3:30,0,,,,,,,,,,,,,0,200,0,0,1000,0,1200
20130257,18328,2013,6/29/2013 5:50 AM,31476,ROSE ROCK MIDSTREAM L.P.,CUSHING TERMINAL,ONSHORE,TANK,CRUDE OIL,,,CUSHING,PAYNE,OK,36.01663,-96.7549,CORROSION,INTERNAL,85,,84,1,NO,NO,YES,6/29/2013 6:29,7/2/2013 14:00,0,,,,,,,,,,,,,10000,100,0,42000,6000,0,58100
20130248,18288,2013,6/29/2013 10:05 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.28,,0.28,0,NO,NO,,,,,,,,,,,,,,,,,0,0,0,0,0,10000,10000
20130251,18296,2013,6/30/2013 9:30 AM,31336,CHEVRON U.S.A. INC,,OFFSHORE,,CRUDE OIL,,,BAY MARCHAND,LAFOURCHE,LA,29.10788,-90.16212,CORROSION,EXTERNAL,0.01,,0,0.01,NO,NO,YES,6/30/2013 15:00,7/7/2013 11:00,0,,,,,,,,,,,,,175000,0,0,0,0,0,175000
20130267,18424,2013,6/30/2013 7:45 PM,300,"PLAINS PIPELINE, L.P.",CATARINA STATION,ONSHORE,TANK,CRUDE OIL,,,CATARINA,DIMMIT,TX,28.3563889,-99.571389,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,220,,220,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,2000,0,10000,30600,0,42600
20130258,19209,2013,7/1/2013 3:00 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",POCHANTOS TO LUVERNE 6-INCH LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,BRADGATE,HUMBOLDT,IA,42.80667,-94.36011,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",18.18,7.14,0,18.18,NO,NO,YES,7/1/2013 15:00,7/6/2013 14:09,,,,,,,,,,,,,,128000,1166,2500,43000,35000,0,209666
20130259,19214,2013,7/1/2013 5:20 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",POCAHONTAS TO LUVERNE 6-INCH LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,BRADGATE,HUMBOLDT,IA,42.79375,-94.40176,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,5,5.95,0,5,NO,NO,NO,,,,,,,,,,,,,,,,108000,403,2500,43000,35000,0,188903
20130263,18912,2013,7/2/2013 5:25 PM,31684,PHILLIPS 66 PIPELINE LLC,SEMINOE PIPE LINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,ST. XAVIER,BIGHORN,MT,45.250322,-107.701801,NATURAL FORCE DAMAGE,EARTH MOVEMENT,411,,11,400,NO,NO,YES,7/2/2013 17:26,7/13/2013 9:00,0,,,,,,,,,,,,,1500000,60935,10000,0,414852,0,1985787
20130270,18927,2013,7/9/2013 7:20 AM,22855,"KOCH PIPELINE COMPANY, L.P.",PETTUS TO MIDWAY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PETTUS,BEE,TX,28.605919,-97.800378,INCORRECT OPERATION,INCORRECT INSTALLATION,1.6,,1.6,0,NO,NO,YES,7/9/2013 7:35,7/9/2013 14:02,0,,,,,,,,,,,,,108,165,0,810,46764,0,47847
20130264,18387,2013,7/9/2013 9:35 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",SOUTHERN CRUDE SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TEXAS CITY,GALVESTON,TX,29.36555,-94.93971,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.47,,0.47,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,50,0,50,0,0,100
20130269,18656,2013,7/9/2013 3:02 PM,2170,CENEX PIPELINE LLC,"GLENDIVE TO MINOT 8""",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,"NEAREST CITY WAS ARNEGARD, ND",MCKENZIE,ND,47.7826,-103.56694,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,870,,820,50,NO,NO,YES,7/9/2013 15:05,7/12/2013 17:45,0,,,,,,,,,,,,,30000,110000,15000,150000,220000,50000,575000
